recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,Wrecks - Visible,"US,US,graph,Chart 14934",43.2329374,-86.3278057,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 14934",43.2345262,-86.260378,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14934",43.2536698,-86.2548089,,3.6,"Wire-drag clearance, feet/fathoms",,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14935",43.3908211,-86.3584299,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14937",43.9511603,-86.4563241,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14937",43.9512623,-86.4565016,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14937",43.9315868,-86.4446771,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14938",44.2259271,-86.3033406,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2267041,-86.3042705,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2274363,-86.2963367,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14938",44.2410129,-86.3473455,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2526699,-86.3159893,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2527841,-86.3154514,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.252782,-86.3151521,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2334263,-86.2983224,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14938",44.2571133,-86.3106775,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14939",44.3603653,-86.2600848,,,,,,depth unknown,always under water/submerged
,,,"US,US,graph,chart 14939",44.3664131,-86.2348457,,0.6,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14906",42.6766143,-86.2157142,,0.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14966",47.011535,-91.678305,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14966",47.01196,-91.67895,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14966",46.8571927,-91.1021053,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1045/11",30.2288619,-88.8290331,,3.3,found by multi-beam,,,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.3839049,-88.8977773,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.313996,-89.078715,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.203732,-89.353612,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.200132,-89.300127,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.388475,-88.96008,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 18/00",30.241194,-89.245528,,,,,Awash,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3849414,-88.8701277,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3800234,-88.9063443,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3400706,-88.9150866,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.300261,-88.866695,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.288888,-88.868732,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.300173,-88.906649,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.384728,-88.956117,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.250186,-88.888314,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.243631,-88.883358,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.246844,-88.909894,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.206866,-88.971803,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.200264,-89.049928,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.36124,-89.082294,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3119327,-89.0516224,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.242398,-89.256096,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 48/02",30.241111,-89.250389,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.283246,-89.083181,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.268651,-89.08771,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.254503,-89.064165,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.250076,-89.099991,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.250435,-89.183637,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.258475,-89.218428,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.239104,-89.229784,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.205259,-89.25823,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 28/01",30.3833606,-88.9000304,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 14/99",30.2877589,-89.2503618,,,,,Awash,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 22/06",30.3483333,-89.2916667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 33/05",30.4216389,-88.8363333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 35/97",30.18511,-89.251,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 10/01",30.168333,-89.27,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 20/09",30.2183333,-89.2766667,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.222772,-89.286523,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.223906,-89.276029,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.228576,-89.269527,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 18/00",30.232833,-89.274944,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.283084,-89.28883,,1.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.338145,-89.372818,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.347368,-89.356468,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.293277,-89.26738,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 16/01",30.289167,-89.255167,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.300411,-89.270025,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 50/04",30.2472222,-89.2247222,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 30/80",30.1934495,-89.0617807,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 11/99",30.259056,-89.239861,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 41/05",30.2730556,-89.2444444,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.366848,-89.066717,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.238752,-89.173257,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.203512,-89.115082,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.221598,-89.149894,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,DD-14698 (NWID: 17524), S-J977-KR-CC, x-ref: H-11618.",30.3215,-89.1066389,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 46/96",30.311667,-89.241389,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.235014,-89.133329,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 44/95",30.35,-89.10833,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 26/91",30.3232278,-89.0519923,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NM 26/67",30.316282,-89.052424,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.348518,-89.133316,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 19/97",30.22,-88.918333,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.358587,-89.101905,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 42/02",30.206667,-89.038333,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-10005",30.2196803,-88.9837356,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-415/07",30.4214644,-88.9236628,,3.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 16/04",30.2427778,-89.0327778,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 38/00",30.281667,-88.955,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 27/93",30.24,-88.951666,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-1157/78",30.2159229,-88.9110974,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 49/83",30.2203698,-88.9404249,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.217778,-88.925555,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.381838,-88.955234,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 46/84",30.225207,-88.8817695,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.228734,-88.901765,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-972/84",30.279514,-88.945842,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 37/83",30.258533,-88.898362,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.24541,-88.871186,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 12/01",30.3,-88.886667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.249448,-88.862133,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 21/95",30.276666,-88.875,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-538/74",30.2961376,-88.9330604,,0.6,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 13/01",30.304167,-88.911111,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.30514,-88.91656,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 13/01",30.316667,-88.95,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 45/78",30.3368149,-88.8933734,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 23/95",30.316666,-88.921,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.403392,-88.856763,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,reprt,L-911/07",30.3583472,-88.8833361,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,reprt,L-299/07",30.427305,-88.93026,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 24/93",30.3626929,-88.881812,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3911139,-88.95778,,,,,,depth unknown,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.409049,-89.020768,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.425647,-89.043823,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 41/98",30.426137,-89.035556,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.412056,-89.014833,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 50/05",30.4221944,-89.0225556,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,U1,reprt,NM 46/67",30.421031,-88.948643,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 48/71",30.416864,-88.976699,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.417856,-88.974233,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.420774,-88.968859,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.392229,-88.903426,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.420675,-88.949792,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 44/08 (CGD8 302-8 SECTIONS IV & VII)",30.3086111,-89.2569444,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-347/07",30.42413,-88.871595,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 29/91",30.3858077,-88.8989005,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.428635,-88.919708,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 32/02",30.386667,-88.888333,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 24/01",30.391667,-88.878333,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.3896486,-88.8832216,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 14/91",30.4109142,-88.8718799,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 27/06",30.4126389,-88.8787778,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.4249889,-89.0582944,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.175179,-89.116873,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 10/10",30.2833333,-89.2666667,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 08/91",30.4104719,-88.8581403,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NM 08/68",30.236312,-88.83086,,3.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.180009,-89.234723,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,U1,reprt,NM 16/70",30.2602,-88.813359,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.236936,-88.778313,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 17/01",30.2458056,-88.7608611,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.3726939,-88.7875975,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NM 38/66",30.3938758,-88.8298619,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.405574,-88.831148,,,,,Wrecks,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.417413,-88.8461,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.418764,-88.829082,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11372",30.391072,-88.799129,,,,,,,always dry
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 33/10 (CGD8 144-10)",30.2483333,-89.1083333,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 45/08",30.3166667,-89.3016667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 12/10",30.2816667,-89.1036667,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-14698 (NWID: 17524), S-J977-KR-CC, x-ref: H-11618.",30.3494167,-89.0923056,,1.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 34/08",30.3838889,-88.8133333,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.178647,-89.238399,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.233371,-89.150033,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.151761,-89.347427,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-945/11",30.2450111,-88.8284278,,7.9,found by multi-beam,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.223245,-89.246366,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.219264,-89.239788,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.189515,-89.238466,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.306845,-89.251694,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.286896,-89.2999776,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.253362,-89.27008,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 32/02",30.247778,-88.867778,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 17/09",30.2413056,-89.2489444,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-299/07",30.4222831,-88.897325,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,LNM 48/08",30.2775,-89.015,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.413608,-88.900827,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.41437,-88.900434,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.3866554,-88.8700131,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.41008,-88.8752004,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.410873,-88.874541,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.4105945,-88.8734359,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.410122,-88.867739,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.223326,-88.791748,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.230363,-88.773434,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.281075,-88.833282,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.268343,-88.778343,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.312002,-88.770603,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.381926,-88.810037,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.2465583,-88.8766333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 37/06",30.40506,-88.8550137,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-202/05",30.202206,-89.081639,,,,,0.3 meters/1 feet reported 2004,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,GC-10724",30.409941,-88.8747192,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 10/07",30.34,-89.14,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11372",30.2333028,-88.8832861,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 14/08",30.3206944,-89.29825,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,L-299/07",30.417485,-88.90503,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-14698 (NWID: 17524), S-J977-KR-CC, x-ref: H-11618.",30.3585,-89.0974722,,0.9,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 24/13",30.278,-89.1613333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 32/14",30.2341944,-88.7566667,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 48/08",30.3733333,-88.2416667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 10/00",30.353333,-88.676667,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.237077,-88.750363,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 9/98",30.424722,-88.5425,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2018247,-88.4484535,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 21/99",30.38333,-88.78,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.246922,-88.734275,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.240022,-88.703354,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2875781,-88.7161,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3036672,-88.7652952,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 27/99",30.1950037,-88.4650242,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.234417,-88.646443,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.295067,-88.674934,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3170117,-88.6666327,,1.5,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.3623441,-88.6640596,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3585466,-88.6716332,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.4206901,-88.536843,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3592075,-88.6518232,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3781516,-88.6106048,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.3790587,-88.6105625,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.374714,-88.569049,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11374",30.379857,-88.563705,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.4229492,-88.5369807,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.196203,-88.444634,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.421031,-88.538158,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.4195248,-88.5380886,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2150387,-88.424664,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 45/05",30.25,-88.4516667,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11374",30.240352,-88.434951,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2491293,-88.4358971,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2496716,-88.4333382,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2505735,-88.4249087,,,,,,depth unknown,always under water/submerged
