recrd,vesslterms,feature_type,chart,latitude,longitude,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12283",38.994442,-76.4437541,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12283",39.0015654,-76.4260242,,,,,,depth unknown,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 12283",39.0038513,-76.4629318,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1038347,-76.7370928,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.1010405,-76.659626,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2507105,-76.971282,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2716315,-76.860626,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.1075299,-76.729708,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1053285,-76.638457,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2836995,-76.629544,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1012439,-76.7252087,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1390869,-76.6356741,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2045565,-76.728877,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2677465,-76.839382,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1126165,-76.715232,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1119141,-76.7108845,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1188502,-76.7234593,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2890065,-76.847654,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1215327,-76.7079098,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.0994605,-76.735985,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1028799,-76.7490912,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1423469,-76.6354463,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.1127704,-76.7168497,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2896485,-76.847824,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2686365,-76.843638,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2906235,-76.849106,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1042384,-76.650784,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2500025,-76.9674389,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.1373385,-76.6370019,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2050495,-76.751932,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.287816,-76.8590594,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1014522,-76.7237892,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2483485,-76.975785,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.1097575,-76.711758,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.3078355,-76.85776,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 12286",38.2677875,-76.841957,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12286",38.2481465,-76.972395,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12287",38.3108913,-77.0324041,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12287",38.3409635,-76.9805539,,0.3,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12287",38.2734675,-76.969831,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12287",38.3283195,-76.985712,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12287",38.3667535,-76.986072,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12288",38.5458355,-77.241647,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.3993299,-76.9941437,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4169935,-77.044057,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.3858295,-77.145539,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.3444985,-77.1795759,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12288",38.4832163,-77.2747329,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4569095,-77.2669,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4976445,-77.268457,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4675815,-77.2664367,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4333495,-77.17568,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12288",38.4691395,-77.270122,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4190065,-77.35277,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.5353565,-77.2852189,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.3901635,-77.074653,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,5thCGD,LNM 37/02",38.3346428,-77.2687578,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4796665,-77.273498,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4404785,-77.264927,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4000785,-77.049931,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4690014,-77.2663188,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.4582075,-77.269858,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12288",38.3500185,-77.216548,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12288",38.3387075,-77.212398,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7617788,-77.045114,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7894857,-77.0197592,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.7973272,-77.0246325,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12289",38.8981783,-77.059812,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.5587535,-77.1921299,,,,,Wrecks,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7964397,-77.0251336,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7823619,-77.0212122,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12289",38.6795539,-77.2521551,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7599225,-77.045697,,1.8,,,Wrecks,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8091968,-77.0317161,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7230812,-77.0357285,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8764623,-77.0259087,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8632351,-77.0113474,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7970057,-77.029581,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8712232,-77.0379029,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8666304,-77.0091623,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8705303,-77.0062207,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7881858,-77.0181539,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7873923,-77.0156257,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7791681,-77.0474306,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7049035,-77.059321,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6580092,-77.1145137,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.788029,-77.0149991,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7947655,-77.030597,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7502015,-77.0429824,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6525635,-77.22823,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7971746,-77.0284436,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.6598925,-77.114434,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6963725,-77.108519,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6427285,-77.2210822,,0.9,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6967517,-77.0662148,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6983231,-77.1131405,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.5572581,-77.1888851,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.5568081,-77.1894724,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.5865835,-77.142907,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.585995,-77.1919606,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.658726,-77.2349714,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7648815,-77.041051,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8777052,-77.0513962,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12289",38.7316513,-77.0305232,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.6251565,-77.209231,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8779962,-76.9767198,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6347015,-77.141857,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.6568065,-77.233758,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.668096,-77.1539217,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7806876,-77.0264304,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.6459023,-77.1987303,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.672554,-77.1516886,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8760515,-76.983551,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8668783,-77.019831,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6442035,-77.221573,,1.2,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6677009,-77.2414458,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7817022,-77.0219453,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7949298,-77.0266365,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6578502,-77.2014791,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.5613885,-77.193403,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8722868,-77.002359,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.6383729,-77.2181211,,,,,Wrecks,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8954211,-77.0597144,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6691485,-77.242962,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8009405,-77.031815,,0.6,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.6366785,-77.22587,,0.9,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.8391845,-77.0377619,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.8794715,-76.973326,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.7493266,-77.0462007,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12289",38.7807274,-77.0218447,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12289",38.695655,-77.0743495,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12211",38.3329813,-75.0948805,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-13938-39",38.3269387,-75.0937774,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12211",38.3224562,-75.1008481,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12211",38.3225078,-75.0943795,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12211",38.3318723,-75.0983028,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12211",38.3251518,-75.0912466,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12211",38.3219321,-75.0890305,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12211",38.3153794,-75.0868041,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12211",38.3240017,-75.0783067,,,,,,depth unknown,always under water/submerged
